Round,a\b,G,C,P
Round 163
,G,0,0,47
,C,1,0,2
,P,49,0,1

Round 164
,G,32,0,16
,C,1,0,0
,P,17,0,34

Round 165
,G,11,0,36
,C,0,0,3
,P,39,0,11

Round 166
,G,8,0,37
,C,0,0,5
,P,42,0,8

Round 167
,G,15,0,35
,C,0,0,0
,P,35,0,15

Round 168
,G,41,0,8
,C,1,0,0
,P,8,0,42

Round 169
,G,12,0,37
,C,1,0,0
,P,37,0,13

Round 170
,G,28,0,20
,C,1,0,1
,P,21,0,29

Round 171
,G,4,0,47
,C,2,0,0
,P,44,0,3

Round 172
,G,16,0,34
,C,0,0,1
,P,34,0,15

Round 173
,G,40,0,10
,C,0,0,1
,P,10,0,39

Round 174
,G,30,0,19
,C,1,0,0
,P,19,0,31

Round 175
,G,16,0,34
,C,0,0,1
,P,34,0,15

Round 176
,G,23,0,25
,C,1,0,1
,P,26,0,24

Round 177
,G,19,0,31
,C,1,0,1
,P,30,0,18

Round 178
,G,19,0,30
,C,1,0,0
,P,30,0,20

Round 179
,G,12,0,36
,C,0,0,1
,P,38,0,13

Round 180
,G,27,0,23
,C,1,0,0
,P,22,0,27

Round 181
,G,4,0,45
,C,0,0,2
,P,46,0,3

Round 182
,G,28,0,21
,C,1,0,1
,P,21,0,28

Round 183
,G,34,0,15
,C,0,0,0
,P,16,0,35

Round 184
,G,22,0,26
,C,1,0,1
,P,27,0,23

Round 185
,G,26,0,24
,C,2,0,1
,P,22,0,25

Round 186
,G,8,0,40
,C,1,0,1
,P,41,0,9

Round 187
,G,20,0,30
,C,0,0,1
,P,30,0,19

Round 188
,G,29,0,21
,C,0,0,0
,P,21,0,29

Round 189
,G,7,0,41
,C,2,0,0
,P,41,0,9

Round 190
,G,24,0,26
,C,2,0,1
,P,24,0,23

Round 191
,G,13,0,36
,C,1,0,0
,P,36,0,14

Round 192
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 193
,G,27,0,23
,C,0,0,0
,P,23,0,27

Round 194
,G,15,0,35
,C,1,0,1
,P,34,0,14

Round 195
,G,32,0,18
,C,0,0,0
,P,18,0,32

Round 196
,G,35,0,15
,C,1,0,0
,P,14,0,35

Round 197
,G,13,0,37
,C,2,0,1
,P,35,0,12

Round 198
,G,11,0,38
,C,1,0,1
,P,38,0,11

Round 199
,G,45,0,3
,C,0,0,1
,P,5,0,46

Round 200
,G,26,0,24
,C,0,0,1
,P,24,0,25

Round 201
,G,37,0,12
,C,1,0,0
,P,12,0,38

Round 202
,G,4,0,44
,C,2,0,1
,P,44,0,5

Round 203
,G,43,0,7
,C,0,0,1
,P,7,0,42

Round 204
,G,11,0,36
,C,0,0,2
,P,39,0,12

Round 205
,G,29,0,21
,C,0,0,0
,P,21,0,29

Round 206
,G,5,0,44
,C,0,0,1
,P,45,0,5

Round 207
,G,30,0,19
,C,0,0,0
,P,20,0,31

Round 208
,G,7,0,42
,C,0,0,1
,P,43,0,7

Round 209
,G,6,0,43
,C,1,0,1
,P,43,0,6

Round 210
,G,14,0,33
,C,3,0,3
,P,33,0,14

Round 211
,G,13,0,35
,C,1,0,2
,P,36,0,13

Round 212
,G,42,0,7
,C,1,0,1
,P,7,0,42

Round 213
,G,17,0,31
,C,1,0,1
,P,32,0,18

Round 214
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 215
,G,12,0,37
,C,3,0,0
,P,35,0,13

Round 216
,G,8,0,38
,C,1,0,3
,P,41,0,9

Round 217
,G,11,0,36
,C,1,0,3
,P,38,0,11

Round 218
,G,16,0,33
,C,1,0,0
,P,33,0,17

Round 219
,G,12,0,38
,C,0,0,1
,P,38,0,11

Round 220
,G,13,0,33
,C,2,0,2
,P,35,0,15

Round 221
,G,49,0,0
,C,0,0,1
,P,1,0,49

Round 222
,G,8,0,42
,C,0,0,0
,P,42,0,8

Round 223
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 224
,G,18,0,31
,C,2,0,0
,P,30,0,19

Round 225
,G,26,0,22
,C,1,0,2
,P,23,0,26

Round 226
,G,13,0,35
,C,1,0,1
,P,36,0,14

Round 227
,G,25,0,24
,C,2,0,1
,P,23,0,25

Round 228
,G,41,0,8
,C,1,0,0
,P,8,0,42

Round 229
,G,17,0,31
,C,2,0,0
,P,31,0,19

Round 230
,G,40,0,9
,C,0,0,0
,P,10,0,41

Round 231
,G,19,0,30
,C,1,0,2
,P,30,0,18

Round 232
,G,32,0,17
,C,0,0,0
,P,18,0,33

Round 233
,G,6,0,42
,C,0,0,1
,P,44,0,7

Round 234
,G,23,0,26
,C,0,0,1
,P,27,0,23

Round 235
,G,7,0,42
,C,1,0,1
,P,42,0,7

Round 236
,G,49,0,1
,C,0,0,0
,P,1,0,49

Round 237
,G,12,0,37
,C,1,0,2
,P,37,0,11

Round 238
,G,21,0,29
,C,0,0,0
,P,29,0,21

Round 239
,G,15,0,34
,C,1,0,1
,P,34,0,15

Round 240
,G,21,0,27
,C,0,0,1
,P,29,0,22

Round 241
,G,21,0,27
,C,1,0,1
,P,28,0,22

Round 242
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 243
,G,10,0,38
,C,0,0,2
,P,40,0,10

Round 244
,G,2,0,47
,C,1,0,1
,P,47,0,2

Round 245
,G,10,0,39
,C,0,0,0
,P,40,0,11

Round 246
,G,34,0,14
,C,2,0,0
,P,14,0,36

Round 247
,G,31,0,18
,C,1,0,0
,P,18,0,32

Round 248
,G,40,0,9
,C,1,0,0
,P,9,0,41

Round 249
,G,21,0,28
,C,1,0,0
,P,28,0,22

Round 250
,G,25,0,24
,C,2,0,1
,P,23,0,25

Round 251
,G,9,0,39
,C,0,0,2
,P,41,0,9

Round 252
,G,43,0,7
,C,1,0,0
,P,6,0,43

Round 253
,G,28,0,20
,C,2,0,1
,P,20,0,29

Round 254
,G,30,0,20
,C,0,0,0
,P,20,0,30

Round 255
,G,12,0,38
,C,2,0,1
,P,36,0,11

Round 256
,G,31,0,18
,C,1,0,0
,P,18,0,32

Round 257
,G,17,0,31
,C,0,0,1
,P,33,0,18

Round 258
,G,21,0,28
,C,0,0,2
,P,29,0,20

Round 259
,G,5,0,45
,C,2,0,0
,P,43,0,5

Round 260
,G,3,0,43
,C,2,0,3
,P,45,0,4

Round 261
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 262
,G,28,0,22
,C,1,0,0
,P,21,0,28

Round 263
,G,19,0,30
,C,1,0,0
,P,30,0,20

Round 264
,G,0,0,48
,C,1,0,1
,P,49,0,1

Round 265
,G,30,0,19
,C,0,0,1
,P,20,0,30

Round 266
,G,9,0,41
,C,2,0,0
,P,39,0,9

Round 267
,G,32,0,16
,C,1,0,1
,P,17,0,33

Round 268
,G,8,0,41
,C,2,0,0
,P,40,0,9

Round 269
,G,4,0,45
,C,0,0,1
,P,46,0,4

Round 270
,G,21,0,28
,C,1,0,0
,P,28,0,22

Round 271
,G,7,0,41
,C,0,0,1
,P,43,0,8

Round 272
,G,32,0,17
,C,1,0,0
,P,17,0,33

Round 273
,G,21,0,26
,C,1,0,2
,P,28,0,22

Round 274
,G,12,0,36
,C,1,0,1
,P,37,0,13

Round 275
,G,49,0,0
,C,0,0,1
,P,1,0,49

Round 276
,G,9,0,39
,C,0,0,1
,P,41,0,10

Round 277
,G,33,0,15
,C,1,0,0
,P,16,0,35

Round 278
,G,35,0,14
,C,2,0,1
,P,13,0,35

Round 279
,G,14,0,36
,C,0,0,1
,P,36,0,13

Round 280
,G,17,0,30
,C,2,0,1
,P,31,0,19

Round 281
,G,7,0,41
,C,1,0,1
,P,42,0,8

Round 282
,G,16,0,32
,C,2,0,1
,P,32,0,17

Round 283
,G,23,0,28
,C,0,0,0
,P,27,0,22

Round 284
,G,13,0,33
,C,0,0,5
,P,37,0,12

Round 285
,G,44,0,6
,C,0,0,1
,P,6,0,43

Round 286
,G,6,0,43
,C,0,0,0
,P,44,0,7

Round 287
,G,25,0,23
,C,1,0,0
,P,24,0,27

Round 288
,G,9,0,40
,C,2,0,0
,P,39,0,10

Round 289
,G,1,0,48
,C,1,0,1
,P,48,0,1

Round 290
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 291
,G,6,0,42
,C,1,0,2
,P,43,0,6

Round 292
,G,6,0,42
,C,1,0,1
,P,43,0,7

Round 293
,G,41,0,8
,C,1,0,0
,P,8,0,42

Round 294
,G,24,0,24
,C,0,0,1
,P,26,0,25

Round 295
,G,35,0,13
,C,1,0,1
,P,14,0,36

Round 296
,G,2,0,45
,C,2,0,2
,P,46,0,3

Round 297
,G,12,0,35
,C,2,0,3
,P,36,0,12

Round 298
,G,9,0,41
,C,0,0,0
,P,41,0,9

Round 299
,G,7,0,41
,C,2,0,2
,P,41,0,7

Round 300
,G,43,0,6
,C,1,0,0
,P,6,0,44

Round 301
,G,23,0,25
,C,2,0,1
,P,25,0,24

Round 302
,G,17,0,31
,C,1,0,1
,P,32,0,18

Round 303
,G,28,0,22
,C,1,0,0
,P,21,0,28

Round 304
,G,20,0,30
,C,0,0,0
,P,30,0,20

Round 305
,G,14,0,35
,C,0,0,1
,P,36,0,14

Round 306
,G,19,0,30
,C,0,0,1
,P,31,0,19

Round 307
,G,7,0,41
,C,1,0,0
,P,42,0,9

Round 308
,G,12,0,38
,C,2,0,1
,P,36,0,11

Round 309
,G,19,0,28
,C,1,0,3
,P,30,0,19

Round 310
,G,2,0,45
,C,1,0,3
,P,47,0,2

Round 311
,G,41,0,8
,C,0,0,1
,P,9,0,41

Round 312
,G,34,0,13
,C,1,0,1
,P,15,0,36

Round 313
,G,42,0,6
,C,1,0,1
,P,7,0,43

Round 314
,G,18,0,30
,C,3,0,0
,P,29,0,20

Round 315
,G,23,0,26
,C,1,0,0
,P,26,0,24

Round 316
,G,22,0,27
,C,1,0,0
,P,27,0,23

Round 317
,G,17,0,29
,C,0,0,3
,P,33,0,18

Round 318
,G,32,0,16
,C,2,0,1
,P,16,0,33

Round 319
,G,14,0,34
,C,2,0,2
,P,34,0,14

Round 320
,G,5,0,44
,C,2,0,0
,P,43,0,6

Round 321
,G,18,0,31
,C,2,0,0
,P,30,0,19

Round 322
,G,27,0,19
,C,1,0,3
,P,22,0,28

Round 323
,G,15,0,34
,C,3,0,0
,P,32,0,16

Round 324
,G,22,0,26
,C,0,0,2
,P,28,0,22

Round 325
,G,33,0,13
,C,1,0,3
,P,16,0,34

Round 326
,G,26,0,23
,C,1,0,1
,P,23,0,26

Round 327
,G,25,0,23
,C,1,0,1
,P,24,0,26

Round 328
,G,25,0,24
,C,1,0,0
,P,24,0,26

Round 329
,G,20,0,29
,C,1,0,1
,P,29,0,20

Round 330
,G,36,0,13
,C,0,0,1
,P,14,0,36

Round 331
,G,41,0,7
,C,0,0,2
,P,9,0,41

Round 332
,G,33,0,16
,C,0,0,1
,P,17,0,33

Round 333
,G,11,0,38
,C,0,0,1
,P,39,0,11

Round 334
,G,7,0,42
,C,1,0,0
,P,42,0,8

Round 335
,G,18,0,29
,C,0,0,3
,P,32,0,18

Round 336
,G,13,0,37
,C,1,0,0
,P,36,0,13

Round 337
,G,14,0,36
,C,2,0,0
,P,34,0,14

Round 338
,G,16,0,32
,C,1,0,2
,P,33,0,16

Round 339
,G,24,0,26
,C,1,0,0
,P,25,0,24

Round 340
,G,7,0,41
,C,1,0,1
,P,42,0,8

Round 341
,G,40,0,9
,C,1,0,0
,P,9,0,41

Round 342
,G,21,0,26
,C,0,0,3
,P,29,0,21

Round 343
,G,16,0,30
,C,0,0,3
,P,34,0,17

Round 344
,G,24,0,26
,C,1,0,0
,P,25,0,24

Round 345
,G,45,0,4
,C,1,0,0
,P,4,0,46

Round 346
,G,15,0,34
,C,2,0,0
,P,33,0,16

Round 347
,G,19,0,29
,C,0,0,2
,P,31,0,19

Round 348
,G,36,0,14
,C,1,0,0
,P,13,0,36

Round 349
,G,5,0,43
,C,0,0,2
,P,45,0,5

Round 350
,G,20,0,26
,C,0,0,2
,P,30,0,22

Round 351
,G,32,0,17
,C,1,0,0
,P,17,0,33

Round 352
,G,7,0,42
,C,2,0,0
,P,41,0,8

Round 353
,G,1,0,48
,C,0,0,1
,P,49,0,1

Round 354
,G,21,0,28
,C,0,0,0
,P,29,0,22

Round 355
,G,15,0,35
,C,1,0,1
,P,34,0,14

Round 356
,G,39,0,11
,C,0,0,0
,P,11,0,39

Round 357
,G,34,0,15
,C,0,0,0
,P,16,0,35

Round 358
,G,22,0,26
,C,2,0,2
,P,26,0,22

Round 359
,G,7,0,42
,C,4,0,0
,P,39,0,8

Round 360
,G,16,0,34
,C,1,0,1
,P,33,0,15

Round 361
,G,3,0,46
,C,2,0,1
,P,45,0,3

Round 362
,G,18,0,31
,C,0,0,1
,P,32,0,18

Round 363
,G,3,0,46
,C,0,0,0
,P,47,0,4

Round 364
,G,18,0,31
,C,0,0,3
,P,32,0,16

Round 365
,G,20,0,29
,C,1,0,0
,P,29,0,21

Round 366
,G,5,0,45
,C,1,0,0
,P,44,0,5

Round 367
,G,28,0,21
,C,1,0,1
,P,21,0,28

Round 368
,G,8,0,43
,C,0,0,0
,P,42,0,7

Round 369
,G,22,0,28
,C,1,0,0
,P,27,0,22

Round 370
,G,15,0,34
,C,5,0,0
,P,30,0,16

Round 371
,G,11,0,37
,C,4,0,1
,P,35,0,12

Round 372
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 373
,G,23,0,26
,C,1,0,0
,P,26,0,24

Round 374
,G,20,0,29
,C,1,0,0
,P,29,0,21

Round 375
,G,18,0,28
,C,2,0,3
,P,30,0,19

Round 376
,G,18,0,32
,C,1,0,1
,P,31,0,17

Round 377
,G,39,0,11
,C,0,0,0
,P,11,0,39

Round 378
,G,27,0,21
,C,0,0,2
,P,23,0,27

Round 379
,G,44,0,4
,C,0,0,2
,P,6,0,44

Round 380
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 381
,G,7,0,41
,C,0,0,2
,P,43,0,7

Round 382
,G,39,0,12
,C,0,0,1
,P,11,0,37

Round 383
,G,13,0,37
,C,2,0,0
,P,35,0,13

Round 384
,G,28,0,20
,C,0,0,1
,P,22,0,29

Round 385
,G,28,0,21
,C,0,0,0
,P,22,0,29

Round 386
,G,31,0,19
,C,1,0,0
,P,18,0,31

Round 387
,G,14,0,35
,C,0,0,2
,P,36,0,13

Round 388
,G,11,0,38
,C,1,0,1
,P,38,0,11

Round 389
,G,7,0,43
,C,1,0,0
,P,42,0,7

Round 390
,G,26,0,22
,C,0,0,1
,P,24,0,27

Round 391
,G,13,0,36
,C,2,0,2
,P,35,0,12

Round 392
,G,35,0,14
,C,1,0,0
,P,14,0,36

Round 393
,G,12,0,36
,C,2,0,3
,P,36,0,11

Round 394
,G,36,0,12
,C,0,0,2
,P,14,0,36

Round 395
,G,8,0,41
,C,2,0,1
,P,40,0,8

Round 396
,G,37,0,12
,C,0,0,2
,P,13,0,36

Round 397
,G,30,0,19
,C,0,0,1
,P,20,0,30

Round 398
,G,23,0,26
,C,0,0,1
,P,27,0,23

Round 399
,G,3,0,46
,C,0,0,1
,P,47,0,3

Round 400
,G,24,0,25
,C,0,0,1
,P,26,0,24

Round 401
,G,21,0,28
,C,2,0,1
,P,27,0,21

Round 402
,G,36,0,15
,C,0,0,0
,P,14,0,35

Round 403
,G,10,0,38
,C,0,0,1
,P,40,0,11

Round 404
,G,15,0,35
,C,0,0,0
,P,35,0,15

Round 405
,G,9,0,39
,C,3,0,1
,P,38,0,10

Round 406
,G,26,0,23
,C,2,0,0
,P,22,0,27

Round 407
,G,9,0,39
,C,2,0,1
,P,39,0,10

Round 408
,G,11,0,39
,C,0,0,0
,P,39,0,11

Round 409
,G,1,0,48
,C,0,0,1
,P,49,0,1

Round 410
,G,47,0,2
,C,1,0,0
,P,2,0,48

Round 411
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 412
,G,10,0,37
,C,1,0,2
,P,38,1,11

Round 413
,G,20,0,29
,C,1,0,0
,P,28,1,21

Round 414
,G,7,0,43
,C,0,0,1
,P,43,0,6

Round 415
,G,49,0,0
,C,0,0,1
,P,1,0,49

Round 416
,G,14,0,32
,C,1,0,4
,P,35,0,14

Round 417
,G,22,0,28
,C,1,0,0
,P,27,0,22

Round 418
,G,4,0,44
,C,0,0,1
,P,46,0,5

Round 419
,G,33,0,15
,C,1,0,2
,P,16,0,33

Round 420
,G,20,0,30
,C,0,0,0
,P,30,0,20

Round 421
,G,32,0,16
,C,1,0,1
,P,17,0,33

Round 422
,G,15,0,33
,C,1,0,3
,P,34,0,14

Round 423
,G,17,0,34
,C,0,0,0
,P,33,0,16

Round 424
,G,24,0,24
,C,0,0,3
,P,26,0,23

Round 425
,G,7,0,42
,C,0,0,1
,P,43,0,7

Round 426
,G,10,0,39
,C,0,0,1
,P,40,0,10

Round 427
,G,19,0,30
,C,0,0,0
,P,31,0,20

Round 428
,G,23,0,26
,C,2,0,1
,P,25,0,23

Round 429
