Round,a\b,G,C,P

Round 128
,G,1,2,47
,C,0,0,0
,P,48,0,2

Round 129
,G,42,0,8
,C,0,0,1
,P,8,0,41

Round 130
,G,13,1,36
,C,0,0,0
,P,35,1,14

Round 131
,G,22,0,26
,C,3,0,2
,P,25,0,22

Round 132
,G,40,0,10
,C,0,0,0
,P,9,0,41

Round 133
,G,13,0,37
,C,0,0,1
,P,37,0,12

Round 134
,G,22,1,27
,C,0,0,0
,P,28,2,20

Round 135
,G,40,0,11
,C,0,0,1
,P,10,0,38

Round 136
,G,5,0,45
,C,0,0,0
,P,44,1,5

Round 137
,G,32,0,16
,C,3,0,1
,P,15,0,33

Round 138
,G,14,2,34
,C,0,0,0
,P,35,1,14

Round 139
,G,39,0,11
,C,0,0,0
,P,11,0,39

Round 140
,G,7,0,43
,C,0,0,0
,P,39,3,8

Round 141
,G,36,0,13
,C,1,0,3
,P,13,0,34

Round 142
,G,7,1,42
,C,0,0,0
,P,41,1,8

Round 143
,G,8,0,42
,C,2,0,0
,P,40,0,8

Round 144
,G,6,0,44
,C,0,0,0
,P,43,1,6

Round 145
,G,39,0,10
,C,1,0,1
,P,10,0,39

Round 146
,G,20,0,30
,C,0,0,0
,P,29,1,20

Round 147
,G,36,0,12
,C,1,0,0
,P,13,0,38

Round 148
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 149
,G,26,0,24
,C,2,0,0
,P,22,0,26

Round 150
,G,44,0,6
,C,0,0,0
,P,5,0,45

Round 151
,G,25,0,24
,C,2,0,0
,P,23,0,26

Round 152
,G,28,2,20
,C,0,0,0
,P,22,0,28

Round 153
,G,20,0,29
,C,2,0,0
,P,28,0,21

Round 154
,G,42,0,8
,C,0,0,0
,P,7,1,42

Round 155
,G,21,0,30
,C,0,0,0
,P,29,0,20

Round 156
,G,42,1,7
,C,0,0,0
,P,8,0,42

Round 157
,G,50,0,0
,C,0,0,2
,P,0,0,48

Round 158
,G,8,2,40
,C,0,0,0
,P,42,0,8

Round 159
,G,21,0,28
,C,1,0,0
,P,28,0,22

Round 160
,G,22,0,28
,C,0,0,0
,P,26,2,22

Round 161
,G,32,0,16
,C,0,0,1
,P,18,0,33

Round 162
,G,34,1,15
,C,0,0,0
,P,15,1,34

Round 163
,G,18,0,32
,C,2,0,0
,P,30,0,18

Round 164
,G,20,1,29
,C,0,0,0
,P,30,1,19

Round 165
,G,0,0,49
,C,3,0,0
,P,47,0,1

Round 166
,G,3,2,45
,C,0,0,0
,P,46,1,3

Round 167
,G,37,0,12
,C,1,0,1
,P,12,0,37

Round 168
,G,9,0,41
,C,0,0,0
,P,39,1,10

Round 169
,G,39,0,10
,C,1,0,0
,P,10,0,40

Round 170
,G,22,1,27
,C,0,0,0
,P,25,2,23

Round 171
,G,35,0,14
,C,0,0,2
,P,15,0,34

Round 172
,G,1,0,49
,C,0,0,0
,P,46,2,2

Round 173
,G,16,0,32
,C,1,0,0
,P,33,0,18

Round 174
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 175
,G,19,0,30
,C,0,0,0
,P,31,0,20

Round 176
,G,27,0,23
,C,0,0,0
,P,20,2,28

Round 177
,G,36,0,15
,C,1,0,1
,P,13,0,34

Round 178
,G,27,0,23
,C,0,0,0
,P,23,0,27

Round 179
,G,16,0,33
,C,1,0,1
,P,33,0,16

Round 180
,G,1,2,47
,C,0,0,0
,P,48,0,2

Round 181
,G,46,0,3
,C,0,0,2
,P,4,0,45

Round 182
,G,14,0,36
,C,0,0,0
,P,34,2,14

Round 183
,G,16,0,32
,C,2,0,0
,P,32,0,18

Round 184
,G,5,1,44
,C,0,0,0
,P,44,1,5

Round 185
,G,8,0,42
,C,0,0,0
,P,42,0,8

Round 186
,G,40,0,10
,C,0,0,0
,P,11,0,39

Round 187
,G,46,0,3
,C,1,0,1
,P,3,0,46

Round 188
,G,36,0,14
,C,0,0,0
,P,13,1,36

Round 189
,G,14,0,35
,C,1,0,1
,P,35,0,14

Round 190
,G,39,0,11
,C,0,0,0
,P,10,0,40

Round 191
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 192
,G,41,0,9
,C,0,0,0
,P,8,0,42

Round 193
,G,5,0,45
,C,3,0,0
,P,42,0,5

Round 194
,G,12,1,37
,C,0,0,0
,P,36,2,12

Round 195
,G,43,0,5
,C,1,0,1
,P,6,0,44

Round 196
,G,3,2,45
,C,0,0,0
,P,44,1,5

Round 197
,G,32,0,18
,C,0,0,0
,P,18,0,32

Round 198
,G,3,0,47
,C,0,0,0
,P,47,0,3

Round 199
,G,48,0,2
,C,1,0,1
,P,1,0,47

Round 200
,G,27,1,22
,C,0,0,0
,P,23,0,27

Round 201
,G,34,0,16
,C,0,0,0
,P,16,0,34

Round 202
,G,6,1,43
,C,0,0,0
,P,42,1,7

Round 203
,G,11,0,37
,C,2,0,1
,P,37,0,12

Round 204
,G,21,1,28
,C,0,0,0
,P,30,0,20

Round 205
,G,6,0,43
,C,0,0,1
,P,44,0,6

Round 206
,G,37,1,12
,C,0,0,0
,P,12,0,38

Round 207
,G,25,0,25
,C,1,0,0
,P,24,0,25

Round 208
,G,44,1,5
,C,0,0,0
,P,5,0,45

Round 209
,G,46,0,3
,C,0,0,0
,P,4,0,47

Round 210
,G,3,2,45
,C,0,0,0
,P,44,2,4

Round 211
,G,5,0,39
,C,1,0,4
,P,44,0,7

Round 212
,G,43,0,7
,C,0,0,0
,P,6,1,43

Round 213
,G,46,0,4
,C,0,0,0
,P,4,0,46

Round 214
,G,13,1,36
,C,0,0,0
,P,36,1,13

Round 215
,G,21,0,29
,C,0,0,0
,P,29,0,21

Round 216
,G,8,1,41
,C,0,0,0
,P,39,2,9

Round 217
,G,9,0,39
,C,1,0,2
,P,40,0,9

Round 218
,G,6,0,44
,C,0,0,0
,P,44,0,6

Round 219
,G,23,0,27
,C,0,0,0
,P,27,0,23

Round 220
,G,1,2,47
,C,0,0,0
,P,47,2,1

Round 221
,G,11,0,37
,C,3,0,0
,P,36,0,13

Round 222
,G,0,2,48
,C,0,0,0
,P,49,0,1

Round 223
,G,24,0,26
,C,0,0,0
,P,26,0,24

Round 224
,G,30,0,20
,C,0,0,0
,P,19,0,31

Round 225
,G,27,0,22
,C,0,0,1
,P,23,0,27

Round 226
,G,38,0,12
,C,0,0,0
,P,12,0,38

Round 227
,G,35,0,13
,C,2,0,2
,P,13,0,35

Round 228
,G,20,0,30
,C,0,0,0
,P,30,1,19

Round 229
,G,19,0,30
,C,0,0,1
,P,31,0,19

Round 230
,G,4,1,45
,C,0,0,0
,P,44,2,4

Round 231
,G,33,0,17
,C,0,0,0
,P,17,0,33

Round 232
,G,16,0,34
,C,0,0,0
,P,34,1,15

Round 233
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 234
,G,29,0,21
,C,0,0,0
,P,20,2,28

Round 235
,G,28,0,20
,C,2,0,1
,P,20,0,29

Round 236
,G,5,1,44
,C,0,0,0
,P,44,0,6

Round 237
,G,25,0,25
,C,1,0,0
,P,24,0,25

Round 238
,G,33,1,16
,C,0,0,0
,P,16,0,34

Round 239
,G,39,0,11
,C,0,0,0
,P,11,0,39

Round 240
,G,11,0,39
,C,0,0,0
,P,39,1,10

Round 241
,G,19,0,31
,C,1,0,0
,P,30,0,19

Round 242
,G,30,0,20
,C,0,0,0
,P,19,0,31

Round 243
,G,18,0,31
,C,1,0,0
,P,31,0,19

Round 244
,G,3,2,45
,C,0,0,0
,P,46,0,4

Round 245
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 246
,G,19,2,29
,C,0,0,0
,P,27,4,19

Round 247
,G,19,0,30
,C,0,0,0
,P,31,0,20

Round 248
,G,44,0,6
,C,0,0,0
,P,6,0,44

Round 249
,G,11,0,38
,C,3,0,0
,P,36,0,12

Round 250
,G,33,2,15
,C,0,0,0
,P,16,0,34

Round 251
,G,20,0,28
,C,2,0,1
,P,28,0,21

Round 252
,G,18,0,32
,C,0,0,0
,P,30,2,18

Round 253
,G,35,0,15
,C,0,0,0
,P,15,0,35

Round 254
,G,21,1,28
,C,0,0,0
,P,27,1,22

Round 255
,G,13,0,35
,C,1,0,2
,P,36,0,13

Round 256
,G,14,0,36
,C,0,0,0
,P,35,0,15

Round 257
,G,45,0,4
,C,1,0,1
,P,4,0,45

Round 258
,G,44,0,6
,C,0,0,0
,P,5,0,45

Round 259
,G,29,0,19
,C,1,0,1
,P,20,0,30

Round 260
,G,7,1,42
,C,0,0,0
,P,42,1,7

Round 261
,G,38,0,11
,C,1,0,1
,P,11,0,38

Round 262
,G,49,1,0
,C,0,0,0
,P,0,0,50

Round 263
,G,12,0,37
,C,1,0,1
,P,37,0,12

Round 264
,G,32,2,16
,C,0,0,0
,P,18,0,32

Round 265
,G,32,0,18
,C,2,0,1
,P,16,0,31

Round 266
,G,2,2,46
,C,0,0,0
,P,46,1,3

Round 267
,G,32,0,19
,C,0,0,2
,P,18,0,29

Round 268
,G,30,1,19
,C,0,0,0
,P,19,1,30

Round 269
,G,15,0,34
,C,1,0,0
,P,34,0,16

Round 270
,G,22,3,25
,C,0,0,0
,P,27,1,22

Round 271
,G,19,0,31
,C,1,0,0
,P,30,0,19

Round 272
,G,7,0,43
,C,0,0,0
,P,42,1,7

Round 273
,G,50,0,0
,C,0,0,1
,P,0,0,49

Round 274
,G,14,2,34
,C,0,0,0
,P,34,1,15

Round 275
,G,50,0,0
,C,0,0,1
,P,0,0,49

Round 276
,G,14,0,36
,C,0,0,0
,P,35,1,14

Round 277
,G,40,0,11
,C,0,0,0
,P,10,0,39

Round 278
,G,33,0,17
,C,0,0,0
,P,16,1,33

Round 279
,G,46,0,4
,C,1,0,0
,P,3,0,46

Round 280
,G,4,1,45
,C,0,0,0
,P,46,0,4

Round 281
,G,27,0,21
,C,4,0,0
,P,19,0,29

Round 282
,G,50,0,0
,C,0,0,0
,P,0,1,49

Round 283
,G,41,0,8
,C,0,0,1
,P,9,0,41

Round 284
,G,17,1,32
,C,0,0,0
,P,30,1,19

Round 285
,G,10,0,39
,C,1,0,0
,P,39,0,11

Round 286
,G,16,1,33
,C,0,0,0
,P,32,2,16

Round 287
,G,25,0,23
,C,1,0,1
,P,24,0,26

Round 288
,G,15,2,33
,C,0,0,0
,P,35,0,15

Round 289
,G,39,0,12
,C,0,0,0
,P,11,0,38

Round 290
,G,44,0,6
,C,0,0,0
,P,5,0,45

Round 291
,G,3,0,44
,C,3,0,2
,P,44,0,4

Round 292
,G,4,1,45
,C,0,0,0
,P,45,1,4

Round 293
,G,22,0,28
,C,1,0,0
,P,27,0,22

Round 294
,G,30,1,19
,C,0,0,0
,P,18,1,31

Round 295
,G,35,0,14
,C,1,0,0
,P,14,0,36

Round 296
,G,1,1,48
,C,0,0,0
,P,48,0,2

Round 297
,G,50,0,0
,C,0,0,2
,P,0,0,48

Round 298
,G,16,1,33
,C,0,0,0
,P,33,1,16

Round 299
,G,46,0,4
,C,1,0,2
,P,3,0,44

Round 300
,G,16,0,34
,C,0,0,0
,P,33,1,16

Round 301
,G,9,0,41
,C,0,0,1
,P,41,0,8

Round 302
,G,20,1,29
,C,0,0,0
,P,29,1,20

Round 303
,G,14,0,35
,C,2,0,2
,P,34,0,13

Round 304
,G,4,0,46
,C,0,0,0
,P,45,1,4

Round 305
,G,12,0,37
,C,2,0,0
,P,36,0,13

Round 306
,G,40,0,10
,C,0,0,0
,P,10,0,40

Round 307
,G,20,0,29
,C,1,0,2
,P,29,0,19

Round 308
,G,28,1,21
,C,0,0,0
,P,21,0,29

Round 309
,G,0,0,49
,C,0,0,0
,P,50,0,1

Round 310
,G,2,0,48
,C,0,0,0
,P,47,1,2

Round 311
,G,34,0,15
,C,1,0,1
,P,15,0,34

Round 312
,G,8,2,40
,C,0,0,0
,P,41,1,8

Round 313
,G,38,0,12
,C,1,0,0
,P,11,0,38

Round 314
,G,14,0,36
,C,0,0,0
,P,34,1,15

Round 315
,G,6,0,43
,C,1,0,0
,P,43,0,7

Round 316
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 317
,G,26,0,23
,C,2,0,1
,P,22,0,26

Round 318
,G,40,0,10
,C,0,0,0
,P,9,0,41

Round 319
,G,22,0,26
,C,0,0,3
,P,28,0,21

Round 320
,G,7,1,42
,C,0,0,0
,P,41,1,8

Round 321
,G,30,0,18
,C,1,0,1
,P,19,0,31

Round 322
,G,17,2,31
,C,0,0,0
,P,31,0,19

Round 323
,G,0,0,50
,C,1,0,0
,P,49,0,0

Round 324
,G,28,0,22
,C,0,0,0
,P,20,2,28

Round 325
,G,22,0,27
,C,1,0,0
,P,27,0,23

Round 326
,G,20,3,27
,C,0,0,0
,P,29,0,21

Round 327
,G,29,0,20
,C,0,0,0
,P,21,0,30

Round 328
,G,23,1,26
,C,0,0,0
,P,27,1,22

Round 329
,G,36,0,13
,C,0,0,0
,P,14,0,37

Round 330
,G,16,0,34
,C,0,0,0
,P,34,0,16

Round 331
,G,35,0,15
,C,0,0,1
,P,15,0,34

Round 332
,G,8,0,42
,C,0,0,0
,P,41,1,8

Round 333
,G,45,0,3
,C,0,0,1
,P,5,0,46

Round 334
,G,29,0,21
,C,0,0,0
,P,20,0,30

Round 335
,G,18,0,32
,C,1,0,0
,P,31,0,18

Round 336
,G,20,1,29
,C,0,0,0
,P,29,1,20

Round 337
,G,9,0,39
,C,0,0,1
,P,41,0,10

Round 338
,G,31,0,19
,C,0,0,0
,P,18,1,31

Round 339
,G,32,0,16
,C,0,0,3
,P,18,0,31

Round 340
,G,33,2,15
,C,0,0,0
,P,15,1,34

Round 341
,G,22,0,27
,C,2,0,1
,P,26,0,22

Round 342
,G,0,0,50
,C,0,0,0
,P,49,1,0

Round 343
,G,0,0,49
,C,1,0,0
,P,49,0,1

Round 344
,G,14,0,36
,C,0,0,0
,P,35,1,14

Round 345
,G,30,0,17
,C,0,0,1
,P,20,0,32

Round 346
,G,28,0,22
,C,0,0,0
,P,20,1,29

Round 347
,G,26,0,23
,C,1,0,1
,P,23,0,26

Round 348
,G,28,0,22
,C,0,0,0
,P,22,1,27

Round 349
,G,40,0,9
,C,0,0,2
,P,10,0,39

Round 350
,G,9,2,39
,C,0,0,0
,P,39,1,10

Round 351
,G,34,0,16
,C,0,0,2
,P,16,0,32

Round 352
,G,11,0,39
,C,0,0,0
,P,39,0,11

Round 353
,G,5,0,44
,C,0,0,0
,P,45,0,6

Round 354
,G,28,0,22
,C,0,0,0
,P,21,1,28

Round 355
,G,40,0,10
,C,1,0,2
,P,9,0,38

Round 356
,G,18,1,31
,C,0,0,0
,P,32,0,18

Round 357
,G,37,0,11
,C,2,0,0
,P,11,0,39

Round 358
,G,37,1,12
,C,0,0,0
,P,12,1,37

Round 359
,G,36,0,13
,C,1,0,2
,P,13,0,35

Round 360
,G,13,1,36
,C,0,0,0
,P,36,0,14

Round 361
,G,22,0,26
,C,1,0,3
,P,27,0,21

Round 362
,G,17,2,31
,C,0,0,0
,P,30,3,17

Round 363
,G,15,0,32
,C,2,0,1
,P,33,0,17

Round 364
,G,39,1,10
,C,0,0,0
,P,10,1,39

Round 365
,G,23,0,25
,C,1,0,2
,P,26,0,23

Round 366
,G,19,0,31
,C,0,0,0
,P,30,0,20

Round 367
,G,8,0,41
,C,0,0,1
,P,42,0,8

Round 368
,G,21,0,29
,C,0,0,0
,P,27,2,21

Round 369
,G,17,0,30
,C,1,0,2
,P,32,0,18

Round 370
,G,29,0,21
,C,0,0,0
,P,18,2,30

Round 371
,G,45,0,5
,C,1,0,0
,P,4,0,45

Round 372
,G,35,0,15
,C,0,0,0
,P,15,0,35

Round 373
,G,33,0,15
,C,2,0,1
,P,15,0,34

Round 374
,G,23,1,26
,C,0,0,0
,P,26,1,23

Round 375
,G,17,0,31
,C,1,0,2
,P,32,0,17

Round 376
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 377
,G,22,0,28
,C,0,0,0
,P,28,0,22

Round 378
,G,7,1,42
,C,0,0,0
,P,41,1,8

Round 379
,G,24,0,26
,C,1,0,1
,P,25,0,23

Round 380
,G,26,2,22
,C,0,0,0
,P,22,3,25

Round 381
,G,11,0,37
,C,1,0,1
,P,38,0,12

Round 382
,G,33,0,17
,C,0,0,0
,P,17,0,33

Round 383
,G,28,0,21
,C,0,0,2
,P,22,0,27

Round 384
,G,28,2,20
,C,0,0,0
,P,22,0,28

Round 385
,G,39,0,10
,C,1,0,6
,P,10,0,34

Round 386
,G,25,1,24
,C,0,0,0
,P,25,0,25

Round 387
,G,21,0,29
,C,1,0,1
,P,28,0,20

Round 388
,G,19,1,30
,C,0,0,0
,P,29,1,20

Round 389
,G,30,0,19
,C,2,0,0
,P,18,0,31

Round 390
,G,19,0,31
,C,0,0,0
,P,29,2,19

Round 391
,G,15,0,34
,C,1,0,0
,P,34,0,16

Round 392
,G,36,2,12
,C,0,0,0
,P,12,2,36

Round 393
,G,28,0,23
,C,0,0,0
,P,22,0,27

Round 394
,G,9,1,40
,C,0,0,0
,P,39,2,9

Round 395
,G,41,0,8
,C,1,0,1
,P,8,0,41

Round 396
,G,5,1,44
,C,0,0,0
,P,44,1,5

Round 397
,G,33,0,16
,C,0,0,2
,P,17,0,32

Round 398
,G,14,1,35
,C,0,0,0
,P,35,0,15

Round 399
,G,34,0,15
,C,1,0,0
,P,15,0,35

Round 400
,G,3,1,46
,C,0,0,0
,P,45,2,3

Round 401
,G,0,0,49
,C,2,0,0
,P,48,0,1

Round 402
,G,47,0,3
,C,0,0,0
,P,2,0,48

Round 403
,G,1,0,48
,C,0,0,2
,P,49,0,0

Round 404
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 405
,G,32,0,17
,C,1,0,0
,P,17,0,33

Round 406
,G,20,1,29
,C,0,0,0
,P,29,0,21

Round 407
,G,40,0,8
,C,2,0,1
,P,8,0,41

Round 408
,G,32,0,18
,C,0,0,0
,P,17,1,32

Round 409
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 410
,G,22,1,27
,C,0,0,0
,P,27,0,23

Round 411
,G,31,0,18
,C,0,0,0
,P,19,0,32

Round 412
,G,50,0,0
,C,0,0,0
,P,0,0,50

Round 413
,G,33,0,16
,C,0,0,1
,P,17,0,33

Round 414
,G,36,0,14
,C,0,0,0
,P,13,2,35

Round 415
,G,24,0,27
,C,0,0,0
,P,26,0,23

Round 416
,G,9,1,40
,C,0,0,0
,P,41,1,8

Round 417
,G,39,0,10
,C,1,0,0
,P,10,0,40

Round 418
,G,29,1,20
,C,0,0,0
,P,19,1,30

Round 419
,G,25,0,23
,C,1,0,0
,P,24,0,27

Round 420
,G,29,1,20
,C,0,0,0
,P,20,0,30

Round 421
,G,31,0,19
,C,0,0,0
,P,19,0,31

Round 422
,G,16,2,32
,C,0,0,0
,P,33,1,16

Round 423
,G,11,0,39
,C,2,0,0
,P,37,0,11

Round 424
,G,37,2,11
,C,0,0,0
,P,12,0,38

Round 425
,G,50,0,0
,C,0,0,1
,P,0,0,49

Round 426
,G,23,0,27
,C,0,0,0
,P,27,0,23

Round 427
,G,24,0,25
,C,1,0,0
,P,25,0,25

Round 428
