Round,a\b,G,C,P
,C,0,41,33
,P,0,3,0

Round 436
,G,0,9,15
,C,3,42,28
,P,0,3,0

Round 437
,G,0,11,11
,C,0,45,30
,P,0,2,1

Round 438
,G,0,11,10
,C,1,44,31
,P,0,3,0

Round 439
,G,0,11,11
,C,0,44,33
,P,0,1,0

Round 440
,G,2,11,11
,C,1,41,33
,P,0,1,0

Round 441
,G,0,3,15
,C,0,42,38
,P,0,2,0

Round 442
,G,0,1,15
,C,2,38,40
,P,0,4,0

Round 443
,G,0,11,16
,C,0,29,39
,P,0,4,1

Round 444
,G,0,13,15
,C,0,27,41
,P,0,4,0

Round 445
,G,0,14,13
,C,0,29,39
,P,0,3,2

Round 446
,G,0,16,16
,C,0,19,49
,P,0,0,0

Round 447
,G,0,15,14
,C,0,22,49
,P,0,0,0

Round 448
,G,0,14,15
,C,2,32,35
,P,0,2,0

Round 449
,G,0,15,14
,C,0,28,41
,P,0,1,1

Round 450
,G,0,16,16
,C,1,19,45
,P,0,1,2

Round 451
,G,0,16,17
,C,0,19,46
,P,0,2,0

Round 452
,G,0,15,14
,C,3,25,40
,P,0,1,2

Round 453
,G,0,15,14
,C,0,25,43
,P,0,2,1

Round 454
,G,1,16,15
,C,1,18,47
,P,0,2,0

Round 455
,G,0,10,9
,C,0,24,57
,P,0,0,0

Round 456
,G,1,12,12
,C,1,30,43
,P,0,1,0

Round 457
,G,0,14,13
,C,0,27,45
,P,0,0,1

Round 458
,G,0,14,15
,C,0,27,44
,P,0,0,0

Round 459
,G,0,13,14
,C,0,30,39
,P,0,2,2

Round 460
,G,0,12,13
,C,4,27,42
,P,0,2,0

Round 461
,G,0,24,15
,C,0,19,39
,P,0,1,2

Round 462
,G,0,21,17
,C,3,15,34
,P,1,3,6

Round 463
,G,0,7,22
,C,0,20,46
,P,0,1,4

Round 464
,G,0,6,20
,C,2,24,46
,P,0,0,2

Round 465
,G,0,17,11
,C,5,8,42
,P,0,11,6

Round 466
,G,0,16,23
,C,3,11,45
,P,0,2,0

Round 467
,G,0,18,25
,C,0,9,47
,P,0,0,1

Round 468
,G,0,28,15
,C,0,14,31
,P,0,0,12

Round 469
,G,0,15,16
,C,0,25,41
,P,0,0,3

Round 470
,G,0,19,15
,C,1,13,52
,P,0,0,0

Round 471
,G,0,14,16
,C,0,17,53
,P,0,0,0

Round 472
,G,0,14,10
,C,5,20,47
,P,0,4,0

Round 473
,G,0,17,20
,C,0,22,41
,P,0,0,0

Round 474
,G,3,13,34
,C,3,13,29
,P,0,3,2

Round 475
,G,0,16,27
,C,2,11,38
,P,0,4,2

Round 476
,G,1,18,21
,C,0,8,52
,P,0,0,0

Round 477
,G,0,12,25
,C,0,17,44
,P,0,1,1

Round 478
,G,1,12,25
,C,2,16,40
,P,0,3,1

Round 479
,G,0,21,31
,C,0,10,38
,P,0,0,0

Round 480
,G,0,17,24
,C,1,16,42
,P,0,0,0

Round 481
,G,0,17,27
,C,0,11,45
,P,0,0,0

Round 482
,G,0,4,46
,C,0,1,49
,P,0,0,0

Round 483
,G,0,9,35
,C,0,6,47
,P,0,0,3

Round 484
,G,4,5,39
,C,0,2,48
,P,0,2,0

Round 485
,G,0,2,49
,C,0,0,49
,P,0,0,0

Round 486
,G,0,3,47
,C,0,0,50
,P,0,0,0

Round 487
,G,0,4,29
,C,0,31,27
,P,0,0,9

Round 488
,G,0,7,40
,C,2,6,45
,P,0,0,0

Round 489
,G,0,2,48
,C,0,0,50
,P,0,0,0

Round 490
,G,2,5,30
,C,0,15,45
,P,0,1,2

Round 491
,G,0,12,30
,C,0,1,55
,P,0,0,2

Round 492
,G,2,13,30
,C,1,0,51
,P,0,3,0

Round 493
,G,0,4,11
,C,0,3,79
,P,0,1,2

Round 494
,G,1,10,28
,C,1,12,47
,P,0,1,0

Round 495
,G,0,9,23
,C,0,8,59
,P,0,0,1

Round 496
,G,0,8,24
,C,0,5,63
,P,0,0,0

Round 497
,G,0,6,19
,C,0,10,64
,P,0,1,0

Round 498
,G,0,8,13
,C,3,16,60
,P,0,0,0

Round 499
,G,0,4,20
,C,0,11,63
,P,0,0,2

Round 500
,G,0,1,8
,C,0,8,83
,P,0,0,0

Round 501
,G,0,14,17
,C,0,4,64
,P,0,0,1

Round 502
,G,1,14,20
,C,4,4,54
,P,1,1,1

Round 503
,G,1,5,14
,C,14,8,30
,P,10,16,2

Round 504
,G,2,10,16
,C,10,10,33
,P,7,10,2

Round 505
,G,0,11,18
,C,13,11,32
,P,4,7,4

Round 506
,G,0,9,25
,C,10,12,35
,P,3,6,0

Round 507
,G,2,17,21
,C,24,0,6
,P,4,20,6

Round 508
,G,2,9,17
,C,10,12,27
,P,8,9,6

Round 509
,G,0,12,19
,C,2,5,56
,P,1,2,3

Round 510
,G,1,9,20
,C,6,6,42
,P,1,9,6

Round 511
,G,3,17,15
,C,4,8,49
,P,4,0,0

Round 512
,G,2,12,16
,C,9,10,37
,P,7,7,0

Round 513
,G,3,9,16
,C,8,8,43
,P,1,8,4

Round 514
,G,1,10,18
,C,3,13,48
,P,2,3,2

Round 515
,G,2,12,22
,C,1,10,46
,P,2,2,3

Round 516
,G,3,3,22
,C,8,14,38
,P,2,8,2

Round 517
,G,0,12,18
,C,9,11,36
,P,0,7,7

Round 518
,G,0,11,20
,C,8,17,37
,P,0,4,3

Round 519
,G,4,6,21
,C,9,9,33
,P,2,13,3

Round 520
,G,0,19,10
,C,11,20,37
,P,0,2,1

Round 521
,G,0,10,27
,C,9,12,28
,P,3,10,1

Round 522
,G,4,11,17
,C,13,7,16
,P,16,13,3

Round 523
,G,1,14,24
,C,12,12,22
,P,5,6,4

Round 524
,G,3,10,16
,C,7,13,38
,P,6,6,1

Round 525
,G,2,7,26
,C,10,11,31
,P,2,11,0

Round 526
,G,1,6,26
,C,14,11,28
,P,1,13,0

Round 527
,G,2,10,15
,C,8,5,51
,P,0,5,4

Round 528
,G,4,10,17
,C,11,10,23
,P,14,8,3

Round 529
,G,4,14,23
,C,14,12,22
,P,2,9,0

Round 530
,G,5,15,10
,C,10,11,31
,P,9,9,0

Round 531
,G,5,14,11
,C,10,13,30
,P,9,8,0

Round 532
,G,8,19,4
,C,11,8,16
,P,24,10,0

Round 533
,G,7,12,24
,C,17,8,20
,P,1,9,2

Round 534
,G,7,14,22
,C,12,11,28
,P,2,4,0

Round 535
,G,9,12,9
,C,17,17,23
,P,8,5,0

Round 536
,G,8,16,13
,C,11,4,28
,P,13,5,2

Round 537
,G,0,14,20
,C,9,2,42
,P,3,5,5

Round 538
,G,3,9,17
,C,9,10,35
,P,5,8,4

Round 539
,G,1,7,28
,C,7,11,39
,P,3,2,2

Round 540
,G,1,9,16
,C,6,11,53
,P,0,0,4

Round 541
,G,4,10,8
,C,10,8,36
,P,13,11,0

Round 542
,G,8,13,16
,C,13,7,25
,P,10,8,0

Round 543
,G,3,13,21
,C,13,12,33
,P,3,2,0

Round 544
,G,6,12,23
,C,16,9,25
,P,4,4,1

Round 545
,G,9,13,16
,C,15,6,28
,P,4,5,4

Round 546
,G,2,16,21
,C,9,6,31
,P,11,3,1

Round 547
,G,2,14,23
,C,14,8,30
,P,6,2,1

Round 548
,G,4,10,22
,C,14,8,27
,P,8,7,0

Round 549
,G,8,8,15
,C,7,13,33
,P,7,4,5

Round 550
,G,3,11,19
,C,8,12,33
,P,8,5,1

Round 551
,G,0,10,26
,C,4,8,42
,P,9,0,1

Round 552
,G,2,8,17
,C,13,5,29
,P,7,16,3

Round 553
,G,3,10,21
,C,12,9,34
,P,6,4,1

Round 554
,G,3,8,19
,C,16,7,33
,P,3,11,0

Round 555
,G,3,9,17
,C,16,3,29
,P,6,14,3

Round 556
,G,2,17,14
,C,19,5,16
,P,14,11,2

Round 557
,G,7,9,15
,C,16,1,18
,P,17,15,2

Round 558
,G,7,7,16
,C,11,4,15
,P,21,17,2

Round 559
,G,8,12,15
,C,8,2,24
,P,18,11,2

Round 560
,G,11,13,12
,C,15,6,17
,P,8,18,0

Round 561
,G,5,13,15
,C,12,4,4
,P,23,21,3

Round 562
,G,1,5,17
,C,19,1,18
,P,11,26,2

Round 563
,G,6,10,10
,C,20,2,18
,P,11,15,8

Round 564
,G,7,11,7
,C,21,2,13
,P,16,14,9

Round 565
,G,13,5,12
,C,12,5,19
,P,24,1,9

Round 566
,G,10,6,15
,C,12,1,14
,P,31,7,4

Round 567
,G,15,2,20
,C,6,2,19
,P,32,2,2

Round 568
,G,0,9,23
,C,18,6,32
,P,6,6,0

Round 569
,G,7,10,18
,C,17,5,20
,P,16,4,3

Round 570
,G,5,6,22
,C,14,5,32
,P,10,6,0

Round 571
,G,12,4,17
,C,7,3,26
,P,26,3,2

Round 572
,G,2,9,14
,C,10,11,38
,P,5,7,4

Round 573
,G,0,1,5
,C,0,17,74
,P,0,1,2

Round 574
,G,0,4,7
,C,5,14,63
,P,3,4,0

Round 575
,G,6,11,13
,C,10,8,23
,P,18,3,8

Round 576
,G,7,6,15
,C,17,5,12
,P,25,9,4

Round 577
,G,14,9,11
,C,11,0,12
,P,31,8,4

Round 578
,G,11,8,16
,C,16,0,10
,P,25,12,2

Round 579
,G,5,11,11
,C,17,3,14
,P,22,10,7

Round 580
,G,2,5,9
,C,5,15,49
,P,11,2,2

Round 581
,G,0,7,15
,C,0,8,69
,P,0,0,1

Round 582
,G,0,8,14
,C,0,7,71
,P,0,0,0

Round 583
,G,0,9,24
,C,2,12,46
,P,2,3,2

Round 584
,G,4,10,14
,C,13,6,30
,P,12,6,5

Round 585
,G,0,10,22
,C,0,12,56
,P,0,0,0

Round 586
,G,2,8,23
,C,2,9,46
,P,5,3,2

Round 587
,G,0,1,46
,C,0,3,49
,P,0,0,1

Round 588
,G,2,4,37
,C,6,3,39
,P,6,3,0

Round 589
,G,1,4,28
,C,2,11,44
,P,4,4,2

Round 590
,G,0,10,21
,C,2,8,57
,P,1,1,0

Round 591
,G,0,13,21
,C,0,10,56
,P,0,0,0

Round 592
,G,0,12,22
,C,0,10,56
,P,0,0,0

Round 593
,G,0,9,23
,C,0,13,53
,P,0,0,2

Round 594
,G,0,12,22
,C,0,10,56
,P,0,0,0

Round 595
,G,6,9,14
,C,5,5,41
,P,12,5,3

Round 596
,G,0,12,23
,C,0,11,54
,P,0,0,0

Round 597
,G,0,3,38
,C,1,7,47
,P,0,1,3

Round 598
,G,0,5,40
,C,1,3,49
,P,0,2,0

Round 599
,G,0,1,47
,C,0,0,51
,P,0,0,1

Round 600
,G,2,8,26
,C,5,4,40
,P,6,7,2

Round 601
,G,0,10,23
,C,0,10,55
,P,0,1,1

Round 602
,G,0,2,36
,C,0,1,60
,P,0,1,0

Round 603
,G,0,0,39
,C,0,0,59
,P,0,1,1

Round 604
,G,10,9,24
,C,1,3,37
,P,5,6,5

Round 605
,G,0,4,33
,C,0,6,55
,P,0,1,1

Round 606
,G,0,2,37
,C,0,1,59
,P,0,1,0

Round 607
,G,0,2,34
,C,0,1,57
,P,0,1,5

Round 608
,G,1,10,17
,C,0,10,60
,P,0,2,0

Round 609
,G,0,8,20
,C,0,9,61
,P,0,1,1

Round 610
,G,1,5,30
,C,4,3,49
,P,3,3,2

Round 611
,G,0,1,37
,C,0,1,59
,P,0,1,1

Round 612
,G,1,2,33
,C,0,3,54
,P,2,5,0

Round 613
,G,0,2,37
,C,0,2,56
,P,0,0,3

Round 614
,G,1,1,30
,C,2,15,47
,P,2,1,1

Round 615
,G,0,7,23
,C,0,8,59
,P,0,2,1

Round 616
,G,0,8,20
,C,0,11,60
,P,0,1,0

Round 617
,G,0,3,34
,C,0,15,45
,P,0,1,2

Round 618
,G,0,2,31
,C,2,15,48
,P,0,2,0

Round 619
,G,0,6,24
,C,0,9,59
,P,0,1,1

Round 620
,G,1,9,16
,C,0,10,59
,P,1,3,1

Round 621
,G,0,16,4
,C,0,3,74
,P,0,1,2

Round 622
,G,0,18,1
,C,0,3,77
,P,0,1,0

Round 623
,G,0,13,6
,C,0,7,72
,P,0,0,2

Round 624
,G,0,14,3
,C,2,10,68
,P,0,2,1

Round 625
,G,0,15,6
,C,0,4,73
,P,0,1,1

Round 626
,G,1,16,5
,C,2,3,68
,P,1,4,0

Round 627
,G,0,16,4
,C,0,3,76
,P,0,0,1

Round 628
,G,0,20,2
,C,1,3,74
,P,0,0,0

Round 629
,G,0,19,1
,C,0,2,78
,P,0,0,0

Round 630
,G,2,15,5
,C,1,5,64
,P,2,6,0

Round 631
,G,0,20,0
,C,0,0,80
,P,0,0,0

Round 632
,G,0,19,1
,C,1,5,74
,P,0,0,0

Round 633
,G,0,12,9
,C,0,13,62
,P,0,0,4

Round 634
,G,0,19,3
,C,1,3,73
,P,0,1,0

Round 635
,G,0,17,4
,C,0,2,76
,P,0,1,0

Round 636
,G,0,18,1
,C,1,6,74
,P,0,0,0

Round 637
,G,0,18,2
,C,0,2,78
,P,0,0,0

Round 638
,G,0,16,5
,C,2,7,69
,P,0,1,0

Round 639
,G,0,13,5
,C,0,4,73
,P,0,1,4

Round 640
,G,1,18,0
,C,0,3,77
,P,0,1,0

Round 641
,G,0,11,11
,C,0,6,66
,P,0,1,5

Round 642
,G,2,13,7
,C,2,13,51
,P,3,9,0

Round 643
,G,0,20,3
,C,0,1,74
,P,0,1,1

Round 644
,G,1,11,16
,C,1,3,62
,P,0,4,2

Round 645
,G,0,7,32
,C,0,4,52
,P,0,2,3

Round 646
,G,0,5,40
,C,1,7,46
,P,0,1,0

Round 647
,G,0,6,18
,C,0,21,50
,P,0,1,4

Round 648
,G,0,5,33
,C,1,5,55
,P,0,1,0

Round 649
,G,0,6,26
,C,0,7,58
,P,0,1,2

Round 650
,G,1,7,23
,C,4,16,45
,P,0,3,1

Round 651
,G,0,9,12
,C,0,12,65
,P,0,1,1

Round 652
,G,0,3,36
,C,2,1,52
,P,0,3,3

Round 653
,G,0,3,36
,C,0,6,54
,P,0,0,1

Round 654
,G,0,16,2
,C,1,18,62
,P,0,1,0

Round 655
,G,0,5,32
,C,0,5,56
,P,0,1,1

Round 656
,G,0,9,16
,C,2,8,58
,P,0,4,3

Round 657
,G,0,2,32
,C,0,2,56
,P,0,2,6

Round 658
,G,0,4,32
,C,3,7,50
,P,0,1,3

Round 659
,G,0,12,6
,C,0,15,60
,P,0,4,3

Round 660
,G,0,14,2
,C,1,16,66
,P,0,1,0

Round 661
,G,0,12,6
,C,0,16,66
,P,0,0,0

Round 662
,G,0,2,8
,C,1,22,67
,P,0,0,0

Round 663
,G,0,1,24
,C,0,0,74
,P,0,0,1

Round 664
,G,0,1,24
,C,1,7,65
,P,0,1,1

Round 665
,G,0,1,24
,C,0,0,74
,P,0,0,1

Round 666
,G,1,1,21
,C,0,2,72
,P,0,3,0

Round 667
,G,1,1,21
,C,0,1,71
,P,0,3,2

Round 668
,G,1,2,18
,C,1,5,70
,P,0,3,0

Round 669
,G,0,2,20
,C,0,4,70
,P,0,0,4

Round 670
,G,0,1,22
,C,0,7,70
,P,0,0,0

Round 671
,G,0,1,25
,C,0,1,73
,P,0,0,0

Round 672
,G,0,5,28
,C,4,3,54
,P,0,1,5

Round 673
,G,0,8,28
,C,5,4,54
,P,0,0,1

Round 674
,G,1,8,28
,C,6,0,55
,P,0,1,1

Round 675
,G,1,5,23
,C,4,4,60
,P,0,1,2

Round 676
,G,0,3,18
,C,3,4,66
,P,2,2,2

Round 677
,G,0,1,14
,C,0,0,84
,P,0,0,1

Round 678
,G,3,6,18
,C,4,6,54
,P,1,7,1

Round 679
,G,1,6,27
,C,5,3,55
,P,0,3,0

Round 680
,G,0,14,20
,C,6,9,51
,P,0,0,0

Round 681
,G,0,7,25
,C,6,11,44
,P,0,6,1

Round 682
,G,7,1,6
,C,0,6,59
,P,0,21,0

Round 683
,G,6,1,6
,C,6,6,57
,P,0,15,3

Round 684
,G,6,2,7
,C,6,6,54
,P,1,17,1

Round 685
,G,7,2,8
,C,0,6,59
,P,0,18,0

Round 686
,G,1,2,15
,C,0,4,75
,P,0,3,0

Round 687
,G,1,2,17
,C,2,3,67
,P,0,4,4

Round 688
,G,0,4,15
,C,2,7,66
,P,2,2,2

Round 689
,G,0,1,19
,C,0,1,76
,P,0,0,3

Round 690
,G,0,4,17
,C,3,4,59
,P,2,7,4

Round 691
,G,0,1,19
,C,0,0,77
,P,0,0,3

Round 692
,G,0,3,9
,C,2,33,52
,P,0,0,1

Round 693
,G,0,1,6
,C,1,37,53
,P,0,1,1

Round 694
,G,0,1,7
,C,3,30,56
,P,0,2,1

Round 695
,G,0,1,15
,C,0,26,56
,P,0,1,1

Round 696
,G,0,1,15
,C,3,15,62
,P,0,2,2

Round 697
,G,0,0,15
,C,0,11,70
,P,0,3,1

Round 698
,G,1,1,6
,C,3,36,48
,P,0,2,3

Round 699
,G,0,1,2
,C,0,47,50
,P,0,0,0

Round 700
,G,0,2,8
,C,2,40,48
,P,0,0,0

Round 701
,G,1,3,7
,C,1,34,52
,P,0,1,1

Round 702
,G,0,4,17
,C,1,35,43
,P,0,0,0

Round 703
,G,0,3,16
,C,0,34,44
,P,0,1,2

Round 704
,G,0,4,18
,C,2,39,36
,P,0,1,0

Round 705
,G,0,10,17
,C,0,39,34
,P,0,0,0

Round 706
,G,1,10,10
,C,2,33,44
,P,0,0,0

Round 707
,G,1,7,12
,C,1,34,44
,P,0,0,1

Round 708
,G,0,10,11
,C,2,35,42
,P,0,0,0

Round 709
,G,0,8,12
,C,0,32,43
,P,0,0,5

Round 710
,G,0,10,12
,C,3,33,39
,P,1,2,0

Round 711
,G,0,8,10
,C,0,35,44
,P,0,1,2

Round 712
,G,2,11,11
,C,3,33,38
,P,0,1,1

Round 713
,G,1,12,12
,C,2,31,42
,P,0,0,0

Round 714
,G,1,12,11
,C,4,33,39
,P,0,0,0

Round 715
,G,2,12,10
,C,2,29,42
,P,0,2,1

Round 716
,G,0,9,13
,C,4,34,33
,P,3,4,0

Round 717
,G,4,14,7
,C,6,29,36
,P,2,1,1

Round 718
,G,4,12,8
,C,7,26,38
,P,1,3,1

Round 719
,G,5,13,8
,C,7,23,41
,P,0,3,0

Round 720
,G,8,16,1
,C,8,22,42
,P,1,2,0

Round 721
,G,3,8,17
,C,3,12,44
,P,0,8,5

Round 722
,G,3,3,18
,C,1,20,47
,P,0,8,0

Round 723
,G,2,5,15
,C,4,23,48
,P,0,1,2

Round 724
,G,0,1,15
,C,2,29,53
,P,0,0,0

Round 725
,G,0,1,25
,C,5,9,54
,P,0,1,5

Round 726
,G,0,6,17
,C,9,9,47
,P,2,6,4

Round 727
,G,0,2,15
,C,2,20,59
,P,0,2,0

Round 728
,G,0,2,25
,C,2,34,37
,P,0,0,0

Round 729
,G,0,1,14
,C,10,14,56
,P,1,1,3

Round 730
,G,1,4,15
,C,12,8,42
,P,7,7,4

Round 731
,G,0,3,17
,C,9,14,42
,P,6,8,1

Round 732
,G,1,2,10
,C,10,21,41
,P,0,15,0

Round 733
,G,5,9,16
,C,5,15,43
,P,0,1,6

Round 734
,G,4,11,18
,C,4,19,43
,P,0,0,1

Round 735
,G,0,3,18
,C,2,31,44
,P,0,1,1

Round 736
,G,0,3,26
,C,3,28,40
,P,0,0,0

Round 737
,G,5,9,14
,C,5,12,52
,P,0,1,2

Round 738
,G,0,2,15
,C,1,23,59
,P,0,0,0

Round 739
,G,0,5,14
,C,10,5,55
,P,0,6,5

Round 740
,G,2,4,13
,C,9,18,46
,P,0,6,2

Round 741
,G,0,1,11
,C,12,7,50
,P,0,11,8

Round 742
,G,0,2,12
,C,13,17,39
,P,2,14,1

Round 743
,G,0,2,16
,C,13,13,39
,P,0,14,3

Round 744
,G,0,1,7
,C,12,24,56
,P,0,0,0

Round 745
,G,0,4,3
,C,8,28,53
,P,1,1,2

Round 746
,G,0,2,3
,C,11,30,53
,P,0,0,1

Round 747
,G,0,5,2
,C,10,20,56
,P,1,2,4

Round 748
,G,1,4,12
,C,13,27,34
,P,1,8,0

Round 749
,G,0,1,8
,C,17,9,43
,P,0,22,0

Round 750
,G,0,1,8
,C,15,9,44
,P,1,21,1

Round 751
,G,0,9,0
,C,18,1,45
,P,0,27,0

Round 752
,G,0,6,4
,C,16,10,44
,P,1,18,1

Round 753
,G,1,12,1
,C,11,9,47
,P,2,15,2

Round 754
,G,0,6,5
,C,16,8,44
,P,4,17,0

Round 755
,G,2,5,3
,C,15,13,49
,P,1,8,4

Round 756
,G,0,9,0
,C,16,5,46
,P,0,24,0

Round 757
,G,0,1,10
,C,15,10,42
,P,0,22,0

Round 758
,G,0,1,7
,C,12,14,60
,P,0,5,1

Round 759
,G,0,1,8
,C,11,7,62
,P,0,5,6

Round 760
,G,1,2,6
,C,14,15,41
,P,1,20,0

Round 761
,G,0,8,2
,C,17,11,46
,P,0,15,1

Round 762
,G,0,4,14
,C,5,46,31
,P,0,0,0

Round 763
,G,0,1,14
,C,4,26,44
,P,1,4,6

Round 764
,G,0,1,1
,C,10,24,64
,P,0,0,0

Round 765
,G,0,9,18
,C,12,3,57
,P,0,0,1

Round 766
,G,0,13,15
,C,13,2,56
,P,0,0,1

Round 767
,G,0,5,18
,C,7,28,37
,P,0,0,5

Round 768
,G,0,13,15
,C,12,6,53
,P,0,0,1

Round 769
,G,0,8,31
,C,14,0,45
,P,0,0,2

Round 770
,G,0,1,78
,C,20,0,1
,P,0,0,0

Round 771
,G,0,11,1
,C,11,0,76
,P,0,1,0

Round 772
,G,0,10,0
,C,9,7,73
,P,0,1,0

Round 773
,G,0,5,14
,C,9,8,57
,P,0,2,5

Round 774
,G,0,11,10
,C,12,4,60
,P,0,3,0

Round 775
,G,0,5,32
,C,13,2,40
,P,0,0,8

Round 776
,G,1,5,33
,C,14,5,39
,P,0,0,3

Round 777
,G,0,10,9
,C,9,12,58
,P,0,0,2

Round 778
,G,2,8,17
,C,10,16,42
,P,2,2,1

Round 779
,G,0,10,3
,C,11,0,71
,P,0,2,3

Round 780
,G,0,8,8
,C,12,12,58
,P,0,2,0

Round 781
,G,0,8,4
,C,11,0,71
,P,1,3,2

Round 782
,G,0,14,5
,C,13,28,32
,P,0,8,0

Round 783
,G,1,18,2
,C,12,24,29
,P,0,13,1

Round 784
,G,1,10,10
,C,15,18,37
,P,0,2,7

Round 785
,G,0,13,3
,C,15,10,54
,P,1,1,3

Round 786
,G,0,4,14
,C,2,55,25
,P,0,0,0

Round 787
,G,0,3,13
,C,5,55,23
,P,0,0,1

Round 788
,G,0,3,10
,C,12,41,31
,P,0,0,3

Round 789
,G,0,7,6
,C,9,39,36
,P,0,1,2

Round 790
,G,0,5,5
,C,15,39,32
,P,0,4,0

Round 791
,G,0,12,3
,C,10,29,37
,P,0,8,1

Round 792
,G,0,5,52
,C,18,5,14
,P,1,3,2

Round 793
,G,0,8,12
,C,16,19,34
,P,2,2,7

Round 794
,G,0,13,8
,C,14,10,43
,P,0,7,5

Round 795
,G,0,13,10
,C,7,26,42
,P,0,0,2

Round 796
,G,0,11,4
,C,12,36,35
,P,0,1,1

Round 797
,G,0,5,11
,C,6,39,31
,P,1,4,3

Round 798
,G,5,8,6
,C,12,7,34
,P,10,15,3

Round 799
,G,0,5,7
,C,10,45,29
,P,0,2,2

Round 800
,G,1,7,7
,C,11,33,34
,P,3,3,1

Round 801
,G,0,11,6
,C,15,15,42
,P,1,5,5

Round 802
,G,3,12,6
,C,16,22,33
,P,2,2,4

Round 803
,G,0,11,10
,C,2,46,25
,P,2,2,2

Round 804
,G,0,9,10
,C,6,43,28
,P,2,2,0

Round 805
,G,0,13,17
,C,18,11,34
,P,1,3,3

Round 806
,G,3,11,19
,C,21,5,24
,P,6,9,2

Round 807
,G,6,9,13
,C,14,13,30
,P,4,6,5

Round 808
,G,2,14,12
,C,22,11,34
,P,2,2,1

Round 809
,G,3,14,18
,C,18,3,31
,P,3,4,6

Round 810
,G,5,8,22
,C,20,7,23
,P,5,3,7

Round 811
,G,9,6,19
,C,13,6,24
,P,9,8,6

Round 812
,G,1,3,24
,C,23,4,27
,P,1,1,16

Round 813
,G,5,3,15
,C,15,8,28
,P,13,7,6

Round 814
,G,8,3,11
,C,13,10,32
,P,14,7,2

Round 815
,G,7,4,14
,C,11,9,28
,P,16,8,3

Round 816
,G,0,12,13
,C,17,17,28
,P,5,5,3

Round 817
,G,2,14,19
,C,17,10,26
,P,2,3,7

Round 818
,G,6,13,13
,C,18,7,27
,P,2,4,10

Round 819
,G,13,10,11
,C,10,11,25
,P,9,6,5

Round 820
,G,3,12,10
,C,14,15,25
,P,13,8,0

Round 821
,G,4,8,6
,C,14,23,26
,P,8,8,3

Round 822
,G,4,6,5
,C,13,28,26
,P,8,7,3

Round 823
,G,3,11,13
,C,16,12,36
,P,2,4,3

Round 824
,G,7,4,12
,C,12,30,22
,P,6,6,1

Round 825
,G,6,7,5
,C,12,28,24
,P,6,6,6

Round 826
,G,4,8,11
,C,14,19,29
,P,7,4,4

Round 827
,G,3,9,10
,C,17,12,29
,P,5,6,9

Round 828
,G,4,12,4
,C,12,19,35
,P,4,5,5

Round 829
,G,2,14,9
,C,15,19,34
,P,2,2,3

Round 830
,G,5,8,8
,C,15,17,26
,P,9,6,6

Round 831
,G,3,14,12
,C,14,15,28
,P,5,4,5

Round 832
,G,9,3,10
,C,15,15,24
,P,8,7,9

Round 833
,G,5,10,15
,C,15,5,45
,P,0,5,0

Round 834
,G,7,7,11
,C,16,16,23
,P,7,9,4

Round 835
,G,5,9,12
,C,13,17,26
,P,7,6,5

Round 836
,G,6,4,9
,C,15,19,22
,P,5,14,6

Round 837
,G,1,11,14
,C,12,14,34
,P,8,5,1

Round 838
,G,4,12,11
,C,12,20,36
,P,4,1,0

Round 839
,G,5,11,13
,C,9,15,38
,P,6,3,0

Round 840
,G,3,13,15
,C,15,6,38
,P,6,2,2

Round 841
,G,14,4,10
,C,10,13,30
,P,1,4,14

Round 842
,G,8,8,10
,C,12,16,17
,P,16,9,4

Round 843
,G,4,7,16
,C,12,12,27
,P,13,6,3

Round 844
,G,1,14,11
,C,11,17,27
,P,10,8,1

Round 845
,G,1,10,12
,C,9,16,30
,P,13,8,1

Round 846
,G,4,4,10
,C,15,23,25
,P,3,9,7

Round 847
,G,1,11,11
,C,16,7,35
,P,8,7,4

Round 848
,G,4,1,16
,C,15,17,17
,P,14,10,6

Round 849
,G,4,2,16
,C,15,15,14
,P,17,12,5

Round 850
,G,3,6,13
,C,12,14,23
,P,14,10,5

Round 851
,G,4,16,10
,C,9,6,27
,P,20,8,0

Round 852
,G,2,8,16
,C,7,4,30
,P,21,10,2

Round 853
,G,2,11,10
,C,15,15,25
,P,11,9,2

Round 854
,G,4,9,14
,C,13,10,28
,P,13,9,0

Round 855
,G,5,9,8
,C,10,15,24
,P,12,12,5

Round 856
,G,4,8,10
,C,14,4,29
,P,14,13,4

Round 857
,G,2,9,13
,C,17,11,13
,P,19,12,4

Round 858
,G,1,7,8
,C,18,10,10
,P,28,16,2

Round 859
